EmployeeNumber,Gender,City,JobTitle,AbsentHours
2059,M,Langley,Dairy Person,9.761523656
2060,M,Vancouver,Produce Clerk,90.84845182
2061,M,New Westminster,Meat Cutter,0
2062,F,Burnaby,Dairy Person,96.40845761
2063,F,Victoria,Meat Cutter,153.0558933
2064,F,Burnaby,Dairy Person,8.326085638
2065,F,Comox,Meat Cutter,0
2066,F,Vancouver,Dairy Person,88.25214015
2067,M,Rock Creek,Meat Cutter,0
2068,M,Vancouver,Produce Clerk,28.53555525
2069,F,Mica Creek,Meat Cutter,4.959797113
2070,M,Vancouver,Produce Clerk,38.75628933
2071,F,Prince George,Meat Cutter,70.77046235
2072,M,Vancouver,Dairy Person,89.20247715
2073,F,Burnaby,Meat Cutter,42.2847197
2074,M,Mission,Meat Cutter,127.082039
2075,F,Vancouver,Produce Clerk,0
2076,F,Langley,Customer Service Manager,53.98224916
2077,F,Vancouver,Produce Clerk,89.96448445
2078,F,Vancouver,Dairy Person,149.1844642
2079,M,Peachland,Meat Cutter,0
2080,F,Castlegar,Meat Cutter,52.40959774
2081,F,Victoria,Meat Cutter,151.2351219
2082,M,Westbank,Meat Cutter,0
2083,M,Fernie,Meat Cutter,0
2084,F,Victoria,Meat Cutter,157.3694747
2085,M,Vernon,Meat Cutter,0
2086,F,Whistler,Meat Cutter,49.05935756
2087,F,Pouce Coupe,Dairy Person,50.727894
2088,M,Rosedale,Customer Service Manager,16.15869238
2089,M,Port Alberni,Meat Cutter,33.88865481
2090,M,Bougie Creek,Meat Cutter,89.71496015
2091,F,New Westminster,Meat Cutter,51.81687733
2092,M,Kelowna,Meat Cutter,52.90349327
2093,M,Port Coquitlam,Processed Foods Manager,56.78661629
2094,F,New Westminster,Meat Cutter,89.53487825
2095,F,Vancouver,Produce Clerk,104.1565606
2096,F,Vancouver,Produce Clerk,99.44983664
2097,M,Vancouver,Dairy Person,0
2098,M,Williams Lake,Meat Cutter,0
2099,M,Bridge Lake,Meat Cutter,60.61175024
2100,F,Sparwood,Meat Cutter,16.11116483
2101,M,Willow Point,Meat Cutter,37.67060184
2102,F,Vernon,Meat Cutter,53.04166712
2103,M,White Rock,Produce Clerk,0.447337351
2104,F,Aldergrove,Meat Cutter,5.856619013
2105,F,Vancouver,Produce Clerk,42.31978956
2106,F,Willow Point,Dairy Person,53.63489216
2107,F,Burnaby,Meat Cutter,75.83715559
2108,F,Vancouver,Produce Clerk,38.28700158
2109,M,Lake Cowichan,Dairy Person,0
2110,M,Vancouver,Produce Clerk,49.91629329
2111,M,Vancouver,Produce Clerk,16.33056117
2112,F,Sechelt,Dairy Person,71.25530238
2113,F,Nanaimo,Meat Cutter,90.69610103
2114,F,North Vancouver,Bakery Manager,28.01525537
2115,M,Vancouver,Produce Clerk,69.81402514
2116,F,Whistler,Meat Cutter,47.34879936
2117,M,Beaver Valley,Bakery Manager,70.76963289
2118,F,Vavenby,Meat Cutter,169.4183363
2119,F,Revelstoke,Meat Cutter,113.397477
2120,M,Nelson,Meats Manager,97.99889575
2121,M,Victoria,Dairy Person,17.00467133
2122,M,Vancouver,Produce Clerk,74.29278994
2123,F,New Westminster,Meat Cutter,46.19327724
2124,F,Langley,Dairy Person,52.05988808
2125,M,Burnaby,Meat Cutter,26.31039005
2126,M,Tatla Lake,Dairy Person,161.678357
2127,F,Fulford Harbour,Meat Cutter,83.72548595
2128,M,Vancouver,Dairy Person,71.10111941
2129,M,Prince George,Dairy Person,79.01489997
2130,M,Burnaby,Meat Cutter,142.0576888
2131,F,New Westminster,Meat Cutter,144.2486817
2132,F,Courtenay,Meat Cutter,98.53196476
2133,M,Vancouver,Dairy Person,70.27671217
2134,M,Vancouver,Produce Clerk,148.6000887
2135,M,Vancouver,Dairy Person,56.25846152
2136,F,Fort St James,Dairy Person,104.1224237
2137,F,New Westminster,Meat Cutter,165.2637465
2138,M,Vancouver,Dairy Person,45.57535468
2139,F,Fulford Harbour,Dairy Person,0
2140,F,Pitt Meadows,Dairy Person,52.21695341
2141,F,Cobble Hill,Meat Cutter,176.7059388
2142,M,Enderby,Meat Cutter,0
2143,M,Nanaimo,Meat Cutter,54.24742995
2144,M,Vancouver,Dairy Person,0
2145,M,Burnaby,Meat Cutter,72.5388464
2146,M,Vancouver,Produce Clerk,35.7762901
2147,F,Port Coquitlam,Meat Cutter,107.0014828
2148,M,Victoria,Meat Cutter,41.67430954
2149,F,Burnaby,Produce Clerk,147.7579583
2150,M,Dawson Creek,Dairy Person,93.33760414
2151,M,Prince George,Dairy Person,72.26387197
2152,M,Vancouver,Produce Clerk,0
2153,M,Nanaimo,Meat Cutter,0
2154,F,Surrey,Meat Cutter,118.9113518
2155,F,Vanderhoof,Meat Cutter,1.949543905
2156,M,Kelowna,Meat Cutter,108.6699557
2157,F,Victoria,Meat Cutter,0
2158,M,Clinton,Meat Cutter,38.30232484
2159,F,New Westminster,Meat Cutter,16.57282261
2160,M,Huntingdon,Meat Cutter,29.94193707
2161,M,Beaver Valley,Processed Foods Manager,0
2162,M,Richmond,Dairy Person,124.4482058
2163,M,Victoria,Meat Cutter,115.5361798
2164,M,Winfield,Meat Cutter,61.90353255
2165,M,Kitimat,Meat Cutter,28.37185243
2166,M,New Westminster,Meat Cutter,58.10744501
2167,F,Vernon,Meat Cutter,13.59702762
2168,M,Vancouver,Dairy Person,0
2169,F,Qualicum Beach,Meat Cutter,25.61006597
2170,M,Vancouver,Produce Clerk,14.97226585
2171,M,Vancouver,Dairy Person,64.172129
2172,F,Gibsons,Processed Foods Manager,51.93683169
2173,M,Burnaby,Produce Clerk,76.75828001
2174,F,Langley,Dairy Person,126.5105503
2175,M,Vancouver,Dairy Person,37.02834111
2176,F,Victoria,Meat Cutter,65.43119933
2177,M,Burnaby,Produce Clerk,84.22983808
2178,F,Prince George,Meat Cutter,126.8713684
2179,F,Langley,Meat Cutter,93.38128952
2180,M,Chetwynd,Meat Cutter,62.17414366
2181,M,Nanaimo,Meat Cutter,79.54260342
2182,M,Summerland,Meat Cutter,59.06424318
2183,F,Victoria,Meat Cutter,57.78878622
2184,M,Vancouver,Dairy Person,36.66496493
2185,M,Vancouver,Dairy Person,46.89646647
2186,M,Kamloops,Meat Cutter,18.41157271
2187,M,Richmond,Processed Foods Manager,45.46391554
2188,F,Victoria,Meat Cutter,89.92029375
2189,F,Enderby,Meat Cutter,0.160926367
2190,M,Trail,Meat Cutter,59.38383429
2191,M,New Westminster,Meat Cutter,137.0063448
2192,M,Vancouver,Produce Clerk,75.10040736
2193,M,New Westminster,Meat Cutter,9.255731308
2194,F,Chilliwack,Meat Cutter,50.14251329
2195,F,Hope,Meat Cutter,58.12530155
2196,M,Victoria,Meat Cutter,34.37025296
2197,F,Courtenay,Meat Cutter,72.1028644
2198,M,Terrace,Dairy Person,150.3511465
2199,M,Squamish,Meat Cutter,62.24443968
2200,M,Vancouver,Dairy Person,45.11878616
2201,F,Hope,Meat Cutter,64.48340278
2202,F,Coquitlam,Meat Cutter,0
2203,F,Vancouver,Produce Clerk,67.51218276
2204,F,Vancouver,Baker,93.45297623
2205,F,Vancouver,Baker,111.7055828
2206,M,Penticton,Meat Cutter,24.90538271
2207,F,Vancouver,Baker,234.2104547
2208,F,Vancouver,Dairy Person,52.1428221
2209,F,Vernon,Meat Cutter,87.12646918
2210,M,Kelowna,Meat Cutter,46.75346397
2211,F,Victoria,Meat Cutter,14.73854472
2212,F,Vancouver,Dairy Person,155.5370027
2213,F,Vancouver,Baker,129.5432027
2214,F,Prince George,Meat Cutter,181.6342485
2215,F,Vancouver,Baker,100.5611005
2216,M,Burnaby,Meat Cutter,10.78571773
2217,F,Victoria,Meat Cutter,173.3840876
2218,F,Vancouver,Baker,81.69332659
2219,F,Vernon,Meat Cutter,49.1975095
2220,M,Victoria,Meat Cutter,13.46888532
2221,F,Vancouver,Baker,50.86532918
2222,M,Vancouver,Baker,45.20875612
2223,F,Victoria,Meat Cutter,118.2411886
2224,M,Tofino,Meat Cutter,46.5315185
2225,M,New Westminster,Meat Cutter,155.6722669
2226,M,Vancouver,Baker,42.98401804
2227,M,Fort St John,Meat Cutter,22.86683755
2228,M,Grasmere,Meat Cutter,23.45417887
2229,M,Vancouver,Baker,128.5396188
2230,M,Victoria,Meat Cutter,0
2231,M,Vancouver,Baker,43.97516998
2232,F,Manning Park,Meat Cutter,17.25203656
2233,F,New Westminster,Meat Cutter,176.6111711
2234,F,Victoria,Meat Cutter,95.12889057
2235,F,Vancouver,Baker,130.8243098
2236,M,Victoria,Meat Cutter,38.8747758
2237,M,Richmond,Customer Service Manager,0
2238,M,Chilliwack,Meat Cutter,0
2239,F,Kitimat,Dairy Person,70.84063658
2240,F,Comox,Meat Cutter,0
2241,F,Chilliwack,Meat Cutter,139.2420007
2242,M,Sardis,Meat Cutter,56.56918662
2243,F,Tofino,Meat Cutter,97.43390071
2244,M,Sorrento,Meat Cutter,0
2245,M,Richmond,Meat Cutter,107.4868734
2246,M,Vancouver,Baker,25.51964407
2247,F,Nakusp,Produce Manager,0
2248,M,Nanaimo,Meat Cutter,34.48168297
2249,F,Vancouver,Dairy Person,83.82662926
2250,F,Vancouver,Baker,164.0803457
2251,M,Victoria,Meat Cutter,94.94994333
2252,F,Vancouver,Baker,115.9547186
2253,M,Fernie,Meat Cutter,80.96500583
2254,F,Wildwood,Meat Cutter,0
2255,M,West Vancouver,Customer Service Manager,65.29851177
2256,F,Richmond,Meat Cutter,1.669832803
2257,F,Vancouver,Baker,45.94710795
2258,F,Kamloops,Meat Cutter,75.76291695
2259,F,Burnaby,Produce Clerk,0
2260,F,Port Hardy,Meat Cutter,0
2261,F,Prince George,Meat Cutter,139.1187261
2262,M,Victoria,Meat Cutter,170.826866
2263,F,Victoria,Meat Cutter,32.72988337
2264,F,Sidney,Meat Cutter,117.0543841
2265,F,Nanaimo,Meat Cutter,21.38609958
2266,F,North Vancouver,Dairy Person,44.65787986
2267,M,Campbell River,Meat Cutter,97.54137273
2268,F,New Westminster,Meat Cutter,33.81130611
2269,F,Port Coquitlam,Customer Service Manager,79.33622372
2270,M,Victoria,Meat Cutter,53.76593269
2271,F,Victoria,Meat Cutter,0
2272,F,Surrey,Meat Cutter,0
2273,F,Vancouver,Baker,102.1243481
2274,F,Burnaby,Produce Clerk,139.5149534
2275,F,Ganges,Meat Cutter,42.93263481
2276,F,Vancouver,Baker,50.08330868
2277,M,Black Point,Meat Cutter,99.6187943
2278,F,Courtenay,Meat Cutter,62.1025147
2279,F,Pender Harbour,Meat Cutter,88.78985668
2280,M,New Westminster,Meat Cutter,99.84998727
2281,F,Chilliwack,Dairy Person,109.0643048
2282,F,Nanaimo,Meat Cutter,0.506135647
2283,F,Nanaimo,Meat Cutter,89.54654108
2284,M,Topley,Dairy Person,15.09349378
2285,F,Richmond,Dairy Person,113.1029795
2286,F,New Westminster,Meat Cutter,128.1683207
2287,F,Fort St John,Meat Cutter,26.05273587
2288,M,Vancouver,Dairy Person,56.5290949
2289,M,Victoria,Meat Cutter,0
2290,F,Houston,Meat Cutter,0
2291,F,Hansard,Dairy Person,115.1942612
2292,F,Vancouver,Dairy Person,63.57722237
2293,F,Vancouver,Baker,40.92542987
2294,M,Vancouver,Baker,17.64889653
2295,F,Victoria,Meat Cutter,92.04145175
2296,F,Salmon Valley,Meat Cutter,144.3203923
2297,F,Port Coquitlam,Meat Cutter,98.48668514
2298,F,Burnaby,Produce Clerk,70.70001862
2299,M,Victoria,Meat Cutter,11.74457846
2300,M,Victoria,Meat Cutter,37.48818403
2301,M,Vancouver,Dairy Person,124.1602703
2302,F,Nelson,Bakery Manager,0
2303,F,New Westminster,Meat Cutter,64.78171224
2304,F,Vernon,Meat Cutter,31.15985999
2305,M,Vancouver,Baker,70.81848811
2306,M,Ashcroft,Meat Cutter,86.13703656
2307,M,Fort Langley,Dairy Person,9.188300526
2308,M,Vancouver,Baker,127.394742
2309,M,Richmond,Meat Cutter,71.95646788
2310,M,New Westminster,Meat Cutter,21.17988823
2311,M,Iskut,Meat Cutter,82.00916683
2312,F,Campbell River,Meat Cutter,135.3150332
2313,M,Victoria,Meat Cutter,102.773244
2314,F,New Westminster,Meat Cutter,93.58299245
2315,F,Victoria,Meat Cutter,69.90803109
2316,M,Salmon Arm,Meat Cutter,198.1381409
2317,F,Williams Lake,Customer Service Manager,50.04313692
2318,M,Vancouver,Baker,0
2319,F,Aldergrove,Processed Foods Manager,14.7440882
2320,M,New Westminster,Meat Cutter,0
2321,M,Salmon Arm,Meat Cutter,60.32643129
2322,F,Vancouver,Baker,111.8142178
2323,M,Vernon,Meat Cutter,0
2324,M,New Westminster,Meat Cutter,0
2325,F,Valemount,Dairy Person,126.7102398
2326,M,Radium Hot Springs,Meat Cutter,73.09059876
2327,M,Mica Creek,Meat Cutter,7.862801408
2328,M,Vallican,Dairy Person,66.41561599
2329,F,Kaslo,Meat Cutter,84.70062646
2330,M,Vancouver,Baker,0
2331,F,New Westminster,Meat Cutter,50.21630981
2332,F,Hemlock Valley,Dairy Person,49.02291366
2333,M,Nanaimo,Meat Cutter,5.328738347
2334,F,North Vancouver,Processed Foods Manager,0
2335,M,Surrey,Meat Cutter,0
2336,M,Surrey,Meat Cutter,5.164341887
2337,F,New Westminster,Meat Cutter,75.51336672
2338,M,New Westminster,Meat Cutter,121.1115382
2339,F,Peachland,Meat Cutter,0
2340,M,Langley,Dairy Person,78.71886464
2341,M,Prince George,Meat Cutter,28.66545705
2342,F,Port Alberni,Meat Cutter,102.5024472
2343,M,Sayward,Meat Cutter,0
2344,F,Kelowna,Meat Cutter,80.89876075
2345,M,Revelstoke,Meat Cutter,127.3163646
2346,M,Vancouver,Dairy Person,28.75617451
2347,M,Vancouver,Dairy Person,124.1491468
2348,F,Kitwanga,Dairy Person,8.494146215
2349,F,Surrey,Meat Cutter,67.43497395
2350,F,Port Coquitlam,Meat Cutter,79.40464916
2351,F,Burnaby,Produce Clerk,60.838027
2352,F,Victoria,Meat Cutter,177.5081277
2353,M,Lower Post,Dairy Person,0
2354,F,Nanaimo,Meat Cutter,10.39531094
2355,F,Sidney,Meat Cutter,77.78410405
2356,M,Victoria,Meat Cutter,10.13058747
2357,F,North Pender Island,Meat Cutter,0
2358,M,New Westminster,Meat Cutter,71.32133711
2359,M,Victoria,Meat Cutter,35.37735781
2360,F,Nanaimo,Meat Cutter,25.03217665
2361,F,Aldergrove,Customer Service Manager,194.6530974
2362,M,Surrey,Meat Cutter,50.16281598
2363,M,Burnaby,Produce Clerk,20.51021197
2364,F,Trail,Meat Cutter,24.47078111
2365,F,South Slocan,Meat Cutter,110.8983672
2366,F,Vancouver,Dairy Person,0
2367,F,Vancouver,Dairy Person,132.0560976
2368,F,Kelowna,Meat Cutter,43.99982612
2369,M,Prince George,Meat Cutter,26.15767193
2370,F,Port Coquitlam,Meat Cutter,68.68931283
2371,M,Vancouver,Dairy Person,58.89528417
2372,F,Cranbrook,Meat Cutter,0
2373,F,Vancouver,Dairy Person,39.02643188
2374,M,Chilliwack,Meat Cutter,55.23630055
2375,M,Victoria,Meat Cutter,52.46032746
2376,F,Aldergrove,Meat Cutter,73.41098698
2377,F,Whistler,Meat Cutter,34.12260208
2378,F,Trail,Meat Cutter,84.71145991
2379,M,North Vancouver,Customer Service Manager,108.3750014
2380,M,Ocean Falls,Dairy Person,76.1343984
2381,F,New Westminster,Meat Cutter,206.0169876
2382,F,Vancouver,Dairy Person,40.9894174
2383,M,Victoria,Meat Cutter,91.49871379
2384,F,Penticton,Meat Cutter,0
2385,F,Victoria,Meat Cutter,0
2386,F,New Westminster,Meat Cutter,0
2387,F,Campbell River,Meat Cutter,122.5904415
2388,F,New Westminster,Meat Cutter,63.08759617
2389,M,Victoria,Meat Cutter,3.850179713
2390,F,Langley,Meat Cutter,92.41546781
2391,F,Victoria,Meat Cutter,52.10844834
2392,F,New Westminster,Meat Cutter,222.6797766
2393,F,Richmond,Meat Cutter,80.28581506
2394,F,New Westminster,Meat Cutter,136.7379033
2395,F,Victoria,Meat Cutter,0
2396,F,Creston,Meat Cutter,0
2397,M,Tofino,Meat Cutter,32.74981953
2398,M,Burnaby,Meat Cutter,1.822070306
2399,M,Victoria,Meat Cutter,0
2400,F,Kamloops,Meat Cutter,0
2401,M,Vancouver,Dairy Person,59.71386281
2402,M,Yahk,Meat Cutter,0
2403,M,Ashcroft,Meat Cutter,29.09567889
2404,M,Grasmere,Meat Cutter,64.6671247
2405,M,Elko,Meat Cutter,26.10126718
2406,F,Salmon Arm,Meat Cutter,74.14855307
2407,M,Parksville,Meat Cutter,103.7638111
2408,M,Vancouver,Dairy Person,22.74670944
2409,F,Vancouver,Dairy Person,100.0915909
2410,F,Burnaby,Produce Clerk,0
2411,F,Sechelt,Dairy Person,38.04654445
2412,F,Kitimat,Dairy Person,196.4892331
2413,M,Vancouver,Dairy Person,22.51024729
2414,M,Creston,Meat Cutter,0
2415,M,Nanaimo,Meat Cutter,11.967001
2416,M,Richmond,Meat Cutter,62.52163605
2417,F,Pitt Meadows,Meat Cutter,97.79442996
2418,M,Abbotsford,Meat Cutter,88.5964429
2419,F,Fort St John,Dairy Person,82.21069717
2420,M,Victoria,Meat Cutter,82.89449583
2421,F,Comox,Meat Cutter,0
2422,M,Burnaby,Produce Clerk,24.71116845
2423,F,Vancouver,Dairy Person,0
2424,M,Fruitvale,Meat Cutter,109.3747727
2425,F,Vancouver,Dairy Person,12.9144765
2426,M,Victoria,Meat Cutter,86.99247005
2427,F,Vancouver,Dairy Person,105.1509084
2428,F,Vancouver,Dairy Person,152.8014639
2429,M,Winfield,Meat Cutter,0
2430,M,New Westminster,Meat Cutter,90.51387035
2431,M,Hope,Meat Cutter,58.87250221
2432,M,Kaslo,Meat Cutter,135.8722271
2433,M,Cranbrook,Meat Cutter,4.252795686
2434,F,Port Coquitlam,Meat Cutter,102.5851786
2435,M,Lakeview Heights,Meat Cutter,119.4110768
2436,M,Surrey,Meat Cutter,0
2437,M,Langley,Dairy Person,224.426736
2438,M,Sechelt,Meat Cutter,0
2439,M,Vancouver,Dairy Person,118.8115223
2440,F,Grasmere,Meat Cutter,49.85762085
2441,F,Kelowna,Meat Cutter,17.39617541
2442,M,Christina Lake,Meats Manager,0
2443,M,Cluculz Lake,Meat Cutter,106.5923521
2444,M,Richmond,Meat Cutter,62.15569096
2445,M,Vancouver,Dairy Person,0
2446,F,Vancouver,Dairy Person,86.35361291
2447,M,Agassiz,Meat Cutter,93.93722484
2448,M,Squamish,Meat Cutter,0
2449,F,Richmond,Meat Cutter,114.206911
2450,M,Creston,Meat Cutter,50.24628665
2451,M,Burnaby,Produce Clerk,32.92718162
2452,F,New Westminster,Meat Cutter,114.6352878
2453,F,Pitt Meadows,Produce Clerk,0
2454,M,Quesnel,Meat Cutter,31.68723253
2455,F,North Vancouver,Meat Cutter,48.82608124
2456,F,Prince George,Meat Cutter,72.47544631
2457,M,Burnaby,Produce Clerk,127.7357751
2458,M,Langley,Meat Cutter,105.6306681
2459,M,Victoria,Meat Cutter,0
2460,M,Pouce Coupe,Dairy Person,21.72918034
2461,M,Surrey,Meat Cutter,12.0490491
2462,M,West Vancouver,Meat Cutter,0
2463,F,Kelowna,Meat Cutter,0
2464,F,Fort St John,Dairy Person,6.224169925
2465,M,Haney,Dairy Person,25.75855048
2466,F,Vancouver,Dairy Person,35.97802199
2467,F,Victoria,Meat Cutter,52.48797021
2468,F,Richmond,Meat Cutter,27.12939376
2469,F,Oliver,Meat Cutter,56.55315512
2470,M,Victoria,Meat Cutter,43.60275744
2471,M,Vancouver,Dairy Person,0
2472,M,Vancouver,Dairy Person,0
2473,F,Victoria,Meat Cutter,116.5407271
2474,M,Black Pool,Shelf Stocker,45.67785346
2475,F,Vancouver,Dairy Person,33.92938914
2476,F,Victoria,Meat Cutter,95.24974675
2477,M,Vancouver,Dairy Person,53.42515769
2478,F,Burnaby,Meat Cutter,72.24784897
2479,F,Abbotsford,Meat Cutter,48.96219855
2480,M,Williams Lake,Meat Cutter,55.50535101
2481,M,Vancouver,Dairy Person,34.76286615
2482,M,North Vancouver,Meat Cutter,131.5737586
2483,F,Victoria,Meat Cutter,145.6088084
2484,F,Gibsons,Dairy Person,1.65880336
2485,M,Burnaby,Baker,30.69249163
2486,F,Victoria,Meat Cutter,111.4839822
2487,M,Burnaby,Baker,0.303980077
2488,F,Avola,Meat Cutter,0
2489,F,Surrey,Meat Cutter,80.27278074
2490,M,Duncan,Dairy Person,56.73197037
2491,F,Kelowna,Meat Cutter,18.61803783
2492,M,Chilliwack,Meat Cutter,147.6430299
2493,M,Avola,Meat Cutter,25.11015408
2494,F,Vernon,Produce Clerk,84.5789616
2495,F,Vancouver,Dairy Person,134.1341857
2496,F,Nelson,Meat Cutter,197.0376731
2497,M,Skookumchuck,Meat Cutter,4.951835777
2498,M,Cranbrook,Meat Cutter,71.14981728
2499,F,Vancouver,Dairy Person,69.72078952
2500,F,Williams Lake,Meat Cutter,0
2501,F,Chilliwack,Meat Cutter,0
2502,M,Vancouver,Dairy Person,126.5030525
2503,M,Victoria,Meat Cutter,78.88333526
2504,M,Kelowna,Meat Cutter,75.19291454
2505,F,Prince George,Meat Cutter,54.08939347
2506,F,Surrey,Meat Cutter,60.86821313
2507,M,Vancouver,Dairy Person,1.461628364
2508,F,Victoria,Meat Cutter,0
2509,M,Burnaby,Baker,47.17618961
2510,F,Fort Fraser,Meat Cutter,83.28569009
2511,M,Vancouver,Dairy Person,0
2512,M,Seton Portage,Meat Cutter,42.10763421
2513,M,Vancouver,Dairy Person,70.91827831
2514,M,Port Coquitlam,Meat Cutter,97.68943865
2515,M,Victoria,Meat Cutter,113.300241
2516,F,Victoria,Meat Cutter,68.11835463
2517,F,Brackendale,Meat Cutter,139.9284825
2518,F,Whistler,Meat Cutter,31.26373052
2519,M,Kelowna,Meat Cutter,66.31198352
2520,F,Vancouver,Dairy Person,67.95899917
2521,M,Victoria,Meat Cutter,21.51625404
2522,F,Campbell River,Meat Cutter,9.889106337
2523,M,Victoria,Meat Cutter,55.11530792
2524,F,Princeton,Store Manager,78.56144157
2525,M,Bamfield,Meat Cutter,21.56417379
2526,F,Richmond,Meat Cutter,38.59714997
2527,F,North Vancouver,Meat Cutter,51.88328896
2528,F,Chilanko Forks,Meat Cutter,32.96064121
2529,M,Balfour,Dairy Person,102.8060145
2530,F,Vancouver,Dairy Person,56.63276865
2531,M,Cranbrook,Meat Cutter,0
2532,F,Prince George,Meat Cutter,0
2533,M,Parksville,Meat Cutter,0
2534,M,Vancouver,Dairy Person,84.76413736
2535,M,Salmon Arm,Meat Cutter,38.78075828
2536,F,New Westminster,Meat Cutter,81.78998271
2537,F,Dragon Lake,Meat Cutter,48.79201599
2538,M,Abbotsford,Meat Cutter,0
2539,M,Burnaby,Baker,12.12585691
2540,F,Gibsons,Dairy Person,35.34472889
2541,F,Fort St John,Meat Cutter,77.39743352
2542,M,Sooke,Meat Cutter,15.49362738
2543,M,Langley,Meat Cutter,87.68457808
2544,F,Fort Langley,Meat Cutter,88.51000999
2545,F,Vancouver,Dairy Person,68.61956129
2546,M,Nanaimo,Meat Cutter,82.84953225
2547,M,Vancouver,Dairy Person,0
2548,F,Invermere,Meat Cutter,9.606417652
2549,M,Skookumchuck,Meat Cutter,31.507001
2550,F,Victoria,Meat Cutter,40.41958431
2551,F,Vancouver,Dairy Person,82.42423853
2552,M,Fort Nelson,Produce Manager,42.46184239
2553,F,Mackenzie,Meat Cutter,137.4688619
2554,M,Vancouver,Dairy Person,57.0594576
2555,F,Richmond,Meat Cutter,0
2556,F,Chilliwack,Meat Cutter,95.13877327
2557,M,Oyster River,Meat Cutter,22.4190437
2558,F,Surrey,Meat Cutter,32.01546378
2559,F,Whistler,Meat Cutter,82.89622473
2560,M,New Westminster,Meat Cutter,71.15281378
2561,M,Vancouver,Dairy Person,64.10008444
2562,F,Kamloops,Meat Cutter,79.79356901
2563,F,New Westminster,Meat Cutter,130.4362428
2564,M,Chilliwack,Meat Cutter,73.26889421
2565,F,Vancouver,Dairy Person,153.1397114
2566,M,Nelson,Processed Foods Manager,53.15516851
2567,F,Nanaimo,Meat Cutter,0
2568,F,Courtenay,Meat Cutter,68.09234385
2569,F,Vancouver,Dairy Person,0
2570,F,Langley,Meat Cutter,77.91161975
2571,F,Duncan,Meat Cutter,6.620843728
2572,F,Golden,Meat Cutter,9.558679491
2573,M,Woss,Meat Cutter,0
2574,M,Nanaimo,Meat Cutter,56.81740007
2575,F,Rutland,Meat Cutter,71.17447028
2576,M,Victoria,Meat Cutter,91.28597396
2577,F,Chilliwack,Meat Cutter,0
2578,F,Victoria,Meat Cutter,170.543427
2579,F,Richmond,Dairy Person,59.63884483
2580,F,Vancouver,Dairy Person,51.5270002
2581,M,Surrey,Meat Cutter,18.81294448
2582,M,Cassiar,Meat Cutter,0
2583,M,Vancouver,Shelf Stocker,133.1636749
2584,F,Squamish,Meat Cutter,113.5585217
2585,M,Yale,Meat Cutter,127.8602129
2586,F,Victoria,Meat Cutter,80.7288689
2587,M,Whistler,Meat Cutter,0
2588,F,Vancouver,Dairy Person,118.452088
2589,M,Abbotsford,Meat Cutter,24.57007252
2590,M,Prince George,Meat Cutter,57.14367231
2591,F,Vancouver,Dairy Person,0
2592,M,Vancouver,Shelf Stocker,0
2593,M,New Westminster,Meat Cutter,124.2526674
2594,M,Victoria,Meat Cutter,0
2595,M,New Westminster,Meat Cutter,20.41989029
2596,M,Langley,Dairy Person,8.664671009
2597,F,New Westminster,Meat Cutter,87.58462857
2598,F,Abbotsford,Produce Clerk,76.31479196
2599,F,Toad River,Meat Cutter,112.938695
2600,M,Richmond,Meat Cutter,109.0545281
2601,F,Giscome,Meat Cutter,0
2602,M,Lake Cowichan,Meat Cutter,42.02180164
2603,F,Prince George,Meat Cutter,95.54182287
2604,M,Victoria,Meat Cutter,126.6881844
2605,F,Powell River,Meat Cutter,104.3418319
2606,F,Kamloops,Meat Cutter,0
2607,M,Surrey,Meat Cutter,39.91448225
2608,F,Vancouver,Dairy Person,65.20885118
2609,M,Dawson Creek,Shelf Stocker,125.7008403
2610,F,Port Coquitlam,Meat Cutter,83.13051648
2611,F,Vancouver,Shelf Stocker,109.3250809
2612,F,Courtenay,Meat Cutter,23.31963612
2613,F,New Westminster,Meat Cutter,47.8831481
2614,M,Port Alberni,Meat Cutter,0
2615,M,Quesnel,Meat Cutter,97.74385344
2616,M,Richmond,Meat Cutter,98.42140499
2617,F,Kelowna,Meat Cutter,48.89493211
2618,F,West Vancouver,Meat Cutter,82.94988532
2619,M,Vancouver,Shelf Stocker,106.0001353
2620,M,Langley,Meat Cutter,0
2621,M,Surrey,Meat Cutter,16.6767892
2622,M,New Westminster,Meat Cutter,44.48209709
2623,F,Kelowna,Meat Cutter,115.8070524
2624,M,Vancouver,Shelf Stocker,96.076719
2625,F,Yarrow,Meat Cutter,160.1525146
2626,M,Nanaimo,Meat Cutter,128.7360915
2627,F,New Westminster,Meat Cutter,88.11670495
2628,M,Chetwynd,Meat Cutter,51.42381838
2629,M,Burnaby,Meat Cutter,45.35667459
2630,F,Chilliwack,Meat Cutter,60.92776708
2631,F,Celista,Meat Cutter,0
2632,F,Burnaby,Baker,84.88034912
2633,F,Kelowna,Meat Cutter,0.719281033
2634,F,Terrace,Meat Cutter,167.4281808
2635,M,Tappen,Produce Clerk,28.83732462
2636,F,Victoria,Meat Cutter,0
2637,F,Kelowna,Meat Cutter,0
2638,F,Vancouver,Shelf Stocker,156.0604059
2639,M,Richmond,Meat Cutter,24.7947692
2640,M,New Westminister,Meats Manager,39.48276471
2641,F,Prince George,Meat Cutter,22.03630854
2642,M,Fort St John,Meat Cutter,100.9434934
2643,M,Oyster River,Meat Cutter,77.4133053
